"Flor X, Inc. - Distro",516 Work St,,Salinas,CA,USA,93901,831 753-9999,,36.6700987,-121.6423403,
Flora Terra,1825 Empire Industrial Ct. Suite A,,Santa Rosa,CA,USA,95403,(707) 978-5978,https://floraterraca.treez.io/onlinemenu/?customerType=ADULT,38.4700412,-122.748898,
Flower Market Delivery,19024 Ruppert St,,Palm Springs,CA,USA,92262,(844) 420-3030,https://flowermarket.delivery/menu?q=connected&shop=,33.9099459,-116.5505256,delivery
Flowsent,7700 Edgewater Dr,Suite 649,Oakland,CA,USA,94621,510-545-4633,https://flowsent.com/shop/?,37.7441113,-122.2034265,
Foggy Daze Delivery Service,1300 Clay St,,Oakland,CA,USA,94612,,https://foggydazedelivery.com/?,37.8047226,-122.2735856,
Fountain Of Wellbeing A Cooperative Corporation (K,7231 Hinds Ave,,North Hollywood,CA,USA,91605,(818) 982-7420,,34.202151,-118.3914582,
Ganja Goddess,14708 Arminta St,,Panorama City,CA,USA,91402,855-426-5246,https://goddessdelivers.com/,34.2131679,-118.4534211,delivery
Ganja Goddess,2960 CHAPMAN ST,UNIT 2,Oakland,CA,USA,94601,855-426-5246,https://goddessdelivers.com/,37.7730432,-122.2316641,delivery
Garden of Eden,21227 Foothill Blvd,,Hayward,CA,USA,94541,(510) 200-9555,https://goe.treez.io/onlinemenu/?customerType=ADULT,37.6853375,-122.0928486,
Goldn Bloom,3385 Sunrise Street,,San Diego,CA,USA,92102,(619) 955-5540,https://weedmaps.com/dispensaries/goldn-bloom,32.713965,-117.12119,
GrassDoor,3019 Vail Ave,,COMMERCE,CA,USA,90040,,,33.9882737,-118.1335263,delivery
Green Angel_2,14000 Ventura Blvd,,Sherman Oaks,CA,USA,91423,(818) 646-0221,https://www.greenangelso.com/,34.1488455,-118.4373679,
Green Dragon Collective,353 S Palm Canyon Dr,,Palm Springs,CA,USA,92262,(760) 438-9333,https://www.greendragoncoop.com/collections/all,33.8182293,-116.5469987,
Green Dragon Collective,1024 H ST N LOMPOC,,Lompoc,CA,USA,93436,(805) 430-4030,https://www.greendragoncoop.com/collections/all,34.654294,-120.4567111,
Green Earth,17719 CHATSWORTH ST,,GRANADA HILLS,CA,USA,91344,(818) 488-9119,https://gecollective.com/shop-granada-hills/?,34.26513,-118.5205388,
Green Earth,4801 York Blvd.,,Los Angeles,CA,USA,90042,(323) 349-0949,https://gecollective.com/shop-highland-park/,34.1224801,-118.2107029,
Greenhouse Herbal Center,5224 Hollywood Blvd,,Los Angeles,CA,USA,90027,(323) 741-0213,https://www.greenhouseonhollywood.com/menu,34.1015799,-118.3041108,
GTI,908 E Colorado Blvd,,Pasadena,CA,USA,91106,(626) 600-6612,https://www.gtigrows.com/,34.1455683,-118.1315733,
Harborside,1840 Embarcadero,,Oakland,CA,USA,94606,(888) 994-2726,shopharborside.com,37.7838832,-122.2423011,
Harborside,1965 Marina Blvd,,San Leandro,CA,USA,94577,(888) 994-2726,https://shopharborside.com/,37.7075056,-122.1722102,
Harborside,1365 North 10th Street,,San Jose,CA,USA,95112,(888) 994-2726,https://shopharborside.com/san-jose/,37.3650857,-121.8997503,
Harborside,66205 PAUL RD.,,DSRT HOT SPGS,CA,USA,92240,(888) 994-2726,https://shopharborside.com/desert-hot-springs/,33.8829754,-116.5043857,
Harvest,2441 2nd Street,,Napa,CA,USA,94559,707-681-0599,https://www.harvesthoc.com/locations/california/napa/harvest-of-napa/shop/?,38.2970084,-122.3014058,
Harvest,312 North Palm Canyon Drive,,Palm Springs,CA,USA,92262,(442) 226-4300,https://www.harvesthoc.com/locations/california/palm-springs/harvest-of-palm-springs/shop/?,33.8270512,-116.5466744,
Haze,1761 Smith Ave.,,San Jose,CA,USA,95112,(408) 266-4293,https://www.haze420.com/menu,37.3134106,-121.8628878,
Herb Delivery LA,182 S. Alvarado St.,,Los Angeles,CA,USA,90057,3233429110,https://www.herb.delivery/,34.0643216,-118.2714597,delivery
Herb N Joy - Goleta,164 Aero Camino,,Goleta,CA,USA,93117,(805) 770-3947,https://herbnjoy.com/menus/santa-barbara-menu/,34.4323375,-119.8478161,
"HERBAL COOPERATIVE, INC.",4345 Mullen Ave,,Clearlake,CA,USA,94522,(707) 994-3721,https://www.lakesideherbal.com/menu.php,38.9522355,-122.6421776,
Hi Fidelity- Micro,2465 Telegraph Ave,,Berkeley,CA,USA,94704,(510) 838-2400,https://hifidelity.treez.io/onlinemenu/?customerType=ALL,37.8657048,-122.2584533,
High Tides,38520 S Hwy 1,,Gualala,CA,USA,95445,707-884-1882,https://hightides.info/,38.7742852,-123.5379612,
Higher Level,310 AMADOR AVE,,Seaside,CA,USA,93955,(831) 583-8300,https://shop.hldispensaries.com/embed/stores/312,36.6069064,-121.8551269,
Higher Level,1802 Shelton Dr,BLDG,Hollister,CA,USA,95023,(831) 216-5459,https://shop.hldispensaries.com/embed/stores/929,36.8861892,-121.3940048,
Highway 29 Health Care-Vallejo,3737 Sonoma Boulevard,,Vallejo,CA,USA,94589,(707) 647-2929,https://highway29-healthcare.com/live-preorder-menu/,38.1256128,-122.2558711,
HiKei,3940 Home Ave,,San Diego,CA,USA,92105,(619) 517-8605,https://wehikei.com/shop,32.7204942,-117.1103492,
Hollywood High Grade,7051 Santa Monica Blvd B,,Hollywood,CA,USA,90038,(323) 536-9133,https://www.hollywoodhighgrade.com/site/menu/,34.0909001,-118.3432456,
HPC - Port Hueneme,501 Channel Islands Blvd,Suite 302,Port Hueneme,CA,USA,93041,(805) 874-3151,https://420hpc.com/pages/our-current-menu?,34.1764133,-119.2118454,
Juva,633 SAN JUAN AVE,,Stockton,CA,USA,95203,(209) 800-5882,https://shopjuva.com/stockton/,37.954563,-121.3215471,delivery
Juva,465 Convention Way,Unit 1,Redwood City,CA,USA,94063,,https://shopjuva.com/redwood-city/,37.4941272,-122.2321944,delivery
Kannabis Works,2106 S Susan Street,,Santa Ana,CA,USA,92704,(949) 662-3960,http://kannabisworks.com/?,33.717998,-117.913497,
"Kepos Enterprises, Inc.",241 10th St N,Suite 7J,Sacramento,CA,USA,95811,,,38.5916646,-121.4880162,
King's Crew,5630 Pacific Coast Hwy E,,Long Beach,CA,USA,90814,(562) 513-5441,https://kingscrew.com/shop-kings-crew/?,33.7747256,-118.1223195,
"KZD VENTURES, INC",655 kennedy st,,Oakland,CA,USA,94606,,,37.7763352,-122.2379482,
LA Wonderland,151 17th st,,Los Angeles,CA,USA,90015,,https://www.gowonderland.com/index.html?,34.0325827,-118.2626346,
Libra,78010 Country Club Dr. Suite 100,,Palm Desert,CA,USA,92211,(760) 360-6420,https://librashop.com/delivery/shop-all,33.7585902,-116.3034505,
Lit La Mesa,7729 University Ave,,La Mesa,CA,USA,91942,(619) 439-6048,https://litlamesa.treez.io/onlinemenu/,32.761445,-117.0310661,
Los Angeles Patients and Caregivers Group,7213 Santa Monica Blvd,,West Hollywood,CA,USA,90046,(323) 882-6033,https://www.lamedicalmarijuana.com/iheartjane,34.09084,-118.346705,
Los Angeles Valley Caregivers -LAVC,6132 Wilshire Blvd,,Los Angeles,CA,USA,90048,(323) 500-1040,https://potify.net/promo/lavc-los-angeles,34.0629279,-118.3626668,
Love In It,45110 Main St,,Mendocino,CA,USA,95460,(707) 937-3123,https://soldemendocino.com/menu/?,39.3047469,-123.8018059,
Luvbrite Collective,2126 Cotner Ave,Suite 1,Los Angeles,CA,USA,90025,310-697-2611,https://www.luvbrite.com/,34.0402113,-118.4397407,delivery
March and Ash,2835 Camino Del Rio South #100,,San Diego,CA,USA,92108,(619) 314-7336,marchandash.com,32.7696406,-117.1327715,
March and Ash,2465 Dogwood Way,Suite 100,Vista,CA,USA,92081,(760) 624-7336,marchandash.com,33.1502721,-117.2204852,
March and Ash,2281 Fairmount Ave,,San Diego,CA,USA,92105,(619) 314-7336,marchandash.com,32.7287236,-117.0986024,
March and Ash,2433 Marshall Ave Suite 3,,Imperial,CA,USA,92251,(760) 624-7336,marchandash.com,32.830488,-115.5693111,
Markt Dispensary,3625 Cahuenga Blvd,,Studio City,CA,USA,90068,,,34.134303,-118.360218,
Medcare Farms,29395 Hunco Way,BLDG A,Lake Elsinore,CA,USA,92530,(951) 297-7003,https://menu.medcarefarms.com/stores/medcare-farms,33.6906181,-117.3443257,
MediThrive,1933 Mission St.,,San Francisco,CA,USA,94103,(415) 562-6334,https://medithrive.com/san-francisco-menu/,37.7662297,-122.4193841,
MedMen,2430 Porter St,,Los Angeles,CA,USA,90021,,medmen.com,34.0263794,-118.22905,
Megan's Organic Market,280 HIGUERA ST,,San Luis Obispo,CA,USA,93401,,https://www.megansorganicmarket.com/shop?,35.2723272,-120.6699804,
Mercy Wellness,7950 Redwood Drive,Suite #8,Cotati,CA,USA,94931,(707) 795-1600,https://mercywellness.treez.io/onlinemenu/?customerType=ALL,38.3323151,-122.7142261,
Mercy Wellness,900 Santa Rosa Ave,,Santa Rosa,CA,USA,95404,(707) 308-7702,https://mercywellnesssantarosa.treez.io/onlinemenu/?customerType=ALL,38.4302487,-122.7107697,
Mission Cannabis Club (Shambhala Healing Center),2441 MISSION ST,,San Francisco,CA,USA,94110,415) 970-9333,https://missioncannabisclub.com/order/,37.7579674,-122.4187091,
MMD,13356 W Washington Blvd.,,Los Angeles,CA,USA,90066,(424) 228-4111,https://mmdshops.com/marina-del-rey/,33.9923531,-118.4439076,
MMD,4720 Vineland Ave,,North Hollywood,CA,USA,91602,(818) 980-6337,https://mmdshops.com/north-hollywood/,34.1561186,-118.3699123,
MMD,1515 N Cahuenga Blvd,,Hollywood,CA,USA,90028,(877) 420-5874,https://mmdshops.com/hollywood/,34.0985074,-118.3297801,
MMD,1901 Atlantic Ave,,Long Beach,CA,USA,90806,(562) 528-8810,https://mmdshops.com/long-beach/,33.7917937,-118.1852442,
Moonflower Delivery,101 LUCAS VALLEY RD,,San Rafael,CA,USA,94903,(707)-760-9566,https://www.moonflowerdelivery.com/new-home/,38.0237753,-122.5442345,delivery
MOTA,4001 W. Sunset,,Los Angeles,CA,USA,90029,(323) 522-3024,https://motacannabisproducts.biz/,34.092783,-118.2803631,
Mother Earth's Farmacy,36633 Cathedral Canyon dr,,Cathedral City,CA,USA,92334,(760) 832-8348,https://www.desertkush.com/shop/,33.7826183,-116.4670534,
Mountain Remedy,1035 22nd Ave Unit 11,,Oakland,CA,USA,94606,9254204215,https://mountainremedy.com/shop,37.7826122,-122.2404841,delivery
Mr Nice Guy,1525 Saint Gertrude PL E,,Santa Ana,CA,USA,92705,(714) 844-6247,https://www.mrniceguyretail.com/mr-nice-guy-saint-gertrude,33.7199608,-117.8490007,
Mr Nice Guy,730 Dyer Rd E,,Santa Ana,CA,USA,92705,(714) 477-6892,https://www.mrniceguyretail.com/mr-nice-guy-santa-ana,33.7081997,-117.8549261,
Napa Cannabis Collective,860 Kaiser Rd,#C & D,Napa,CA,USA,94558,(707) 732-1726,https://www.napacannabiscollective.com/menu,38.2580643,-122.2727438,
Natural Cannabis Company Distribution,265 East Todd Road,,Santa Rosa,CA,USA,95407,,https://naturalcannabis.com/organicann/?,38.387485,-122.7121102,
Nice Guys Delivery,1241 Andersen drive suite C,,San Rafael,CA,USA,94901,(415) 855-5914,https://www.niceguysdelivery.com/,37.9521478,-122.498287,delivery
Nugg Club,10857 Drury Ln,,Lynwood,CA,USA,90262,,https://nuggclub.com/,33.9359569,-118.2207728,delivery
OC3,3122 S Halladay st,,Santa Ana,CA,USA,92705,(714) 754-1348,https://oc3.treez.io/onlinemenu/?customerType=ALL,33.7052078,-117.8601267,
Ojai Greens,410 BRYANT CIR UNIT K,,Ojai,CA,USA,93023,(805) 646-4420,https://ojaigreens.com/shop/recreational/,34.4425244,-119.238638,
ONA.life,2165 Francisco Blvd E,Suite B,San Rafael,CA,USA,94901,,https://www.ona.life/menu?,37.9455243,-122.4860839,delivery
Organic Greens Collective (OGC Goleta),5902 Daley Street,,Goleta,CA,USA,93117,(805) 770-0580,https://www.ogcollective.org/?,34.4311036,-119.8292169,
OTC,1745 VISTA WAY E,SUITE 7 - 10,Vista,CA,USA,92084,(760) 330-9599,https://offthechartsshop.com/shop/,33.2263806,-117.2255842,
OTC,4233 Crenshaw Blvd,,Los Angeles,CA,USA,90008,,https://www.gorillarxwellness.com/,34.0072027,-118.3351946,
Peoples OC,2721 GRAND AVE S,,Santa Ana,CA,USA,92705,(714) 582-3446,https://shop.peoplescali.com/stores/peoples,33.7105386,-117.8505248,
Planet 13 Orange County,3400 WARNER AVE,,Santa Ana,CA,USA,92704,(562) 732-1313,https://www.planet13dispensaries.com/menu/?dtche%5Blocation%5D=planet-13-orange-county,33.7133573,-117.9149225,
Purple Lotus Patient Center,752 COMMERCIAL ST,,San Jose,CA,USA,95112,(408) 456-0420,https://plpcsanjose.com/menu/,37.3650178,-121.8903544,
REEFER MADNESS,4693 RAMON RD,,Palm Springs,CA,USA,92264,(760) 424-8588,https://weedmaps.com/dispensaries/reefer-madness-4,33.8154709,-116.4954065,
Riverside Wellness-Guerneville,15025 River Road,,Guerneville,CA,USA,95446,(707) 869-8008,https://www.riversidewellnesscollective.com/,38.514374,-122.9831841,
Royal Apothecary L.L.C.,19821 Neuralia,,California City,CA,USA,93505,(760) 373-4747,https://royalapothecary.wm.store/,35.1090545,-117.9862823,
Safeport,353 W. Channel Islands Blvd W,,Port Hueneme,CA,USA,93041,(805) 843-3131,https://safeportcannabis.com/order-online/?,34.1762981,-119.2073221,
Satori Wellness,1551 Nursery RD,Suite A,Mckinleyville,CA,USA,95519,(707) 839-4599,https://www.satoriwellness.org/online-order?,40.9389079,-124.1029274,
Sava,2800 3rd st #202,,San Francisco,CA,USA,94107,,https://www.getsava.com/,37.7537348,-122.388187,delivery
SeaweedSF,2627 Taylor St,,San Francisco,CA,USA,94133,(415) 857-9050,https://www.seaweedsf.com/express-order/,37.8065511,-122.415661,
Serra,8151 W 3rd ST,,Los Angeles,CA,USA,90048,(323) 847-5040,https://dispensary.westhollywood.shopserra.com/stores/serra-la,34.0725423,-118.3670376,
Sespe Creek Collective,408 BRYANT CIR,UNIT C,Ojai,CA,USA,93023,(805) 640-6464,https://sespecreek.treez.io/onlinemenu/?customerType=ALL,34.4432146,-119.2379468,
Shangri La Care Cooperative,408 BRYANT CIRCLE ST UNIT G,,Ojai,CA,USA,93023,(805) 640-6464,https://ojaicannabis.com/?,34.4426565,-119.2378563,
Sixty-Four and Hope,2000 S La Cienega Blvd,,Los Angeles,CA,USA,90034,(833) 749-3687,https://shop.64andhope.com/embed/stores/3661,34.0401071,-118.3767583,
Smart Collective,10745 RIVERSIDE DR,,N HOLLYWOOD,CA,USA,91602,(818) 856-8208,https://www.gosmartcannabis.com/order-online/,34.1525267,-118.3651188,
Society Jane,1278 Indiana St #301,,San Francisco,CA,USA,94107,(415) 926-8449,https://www.societyjane.com/shop?,37.7542635,-122.3911491,delivery
Solful,785 Gravenstien HWY South,,Sebastopol,CA,USA,95472,(707) 596-9040,https://solful.com/menu/,38.3951446,-122.8185209,
